cluster_id,instancia_id,distancia
0,0,16.032588914
0,1,16.3999906548
0,2,17.80458317
0,3,17.8729867854
0,4,17.0084690701
0,5,15.2102210117
0,6,17.9539013757
0,7,15.9321229686
0,8,19.7491039543
0,9,16.694402099
0,10,15.4249240232
0,11,16.7949998483
0,12,17.6078419009
0,13,21.7502292212
0,14,17.1609929156
0,15,20.1234304014
0,16,16.2508871342
0,17,15.4338944555
0,18,13.8859108365
0,19,16.8718390011
0,20,13.5374650042
0,21,15.6335052336
0,22,20.4838168183
0,23,12.9706613891
0,24,16.0630058808
0,25,15.3344343954
0,26,14.512371513
0,27,15.2826920882
0,28,15.193166728
0,29,17.0143824533
0,30,16.3787910383
0,31,12.8820445991
0,32,20.2824983802
0,33,19.7319122011
0,34,16.694402099
0,35,16.3571587305
0,36,14.5326500559
0,37,16.694402099
0,38,19.8364238862
0,39,15.416263076
0,40,16.2196220036
0,41,22.0725117222
0,42,19.7926124325
0,43,13.8407596135
0,44,15.3187880364
0,45,16.3758827002
0,46,17.2136006372
0,47,18.1680286297
0,48,15.8526939987
0,49,15.9496922729
0,50,0.892679519057
0,51,1.01637379348
0,52,0.541660377596
0,53,7.66515380826
0,54,1.36469142072
0,55,3.49023560295
0,56,1.02061297873
0,57,11.3814329364
0,58,1.40191111686
0,59,6.17386236511
0,60,14.504669338
0,61,2.25203837304
0,62,7.90846613472
0,63,1.79773146575
0,64,4.39749994374
0,65,1.0117300606
0,66,2.95545315766
0,67,4.75565708397
0,68,5.8168547873
0,69,6.39524203792
0,70,1.46723125973
0,71,2.83671129837
0,72,2.96517062969
0,73,2.55878681338
0,74,1.79022826243
0,75,1.13323012176
0,76,1.30398306865
0,77,0.320085607965
0,78,1.95546048081
0,79,6.23830124983
0,80,7.59048868954
0,81,8.02727053604
0,82,4.34292522199
0,83,2.21210845046
0,84,3.72290319184
0,85,1.96438773749
0,86,0.639148031666
0,87,5.19279432071
0,88,3.67404101518
0,89,6.12201705097
0,90,5.4218971589
0,91,1.67162665043
0,92,4.74504211488
0,93,11.6613254492
0,94,4.45418818853
0,95,3.49857258689
0,96,3.42812868899
0,97,2.08786540612
0,98,9.74055908152
0,99,3.80655106842
0,100,1.08752591089
0,101,2.50423143009
0,102,0.274059364801
0,103,0.696432767262
0,104,0.323046467242
0,105,1.40079035113
0,106,7.8750801327
0,107,0.869846882037
0,108,2.16013239669
0,109,2.03025036432
0,110,0.230448463795
0,111,1.21721609686
0,112,0.102070757028
0,113,3.94887988846
0,114,2.39819903566
0,115,0.467900637854
0,116,0.273210670341
0,117,4.17444889492
0,118,3.41010595409
0,119,5.98206769483
0,120,0.231786157981
0,121,2.8141054538
0,122,2.16990129279
0,123,1.50628107019
0,124,0.223674368075
0,125,0.391649851719
0,126,1.3165523173
0,127,0.9937176606
0,128,0.818939329282
0,129,0.581512397459
0,130,1.18581139105
0,131,4.47668532119
0,132,0.877080260944
0,133,1.38606157722
0,134,2.77099019505
0,135,1.53171268501
0,136,1.09977553333
0,137,0.302531224593
0,138,1.25945257176
0,139,0.0440008828733
0,140,0.323198881262
0,141,0.247768256457
0,142,2.50423143009
0,143,0.254971313393
0,144,0.663659796875
0,145,0.303119577267
0,146,2.5384285913
0,147,0.250154092036
0,148,1.13893399377
0,149,1.39992073761
1,0,10.011119673
1,1,7.4314480817
1,2,9.14376121494
1,3,8.59379778347
1,4,11.1764729255
1,5,12.5376080631
1,6,10.2177134044
1,7,9.22106110591
1,8,8.8770529848
1,9,8.08344108095
1,10,11.2819892997
1,11,9.58381846046
1,12,8.16483711159
1,13,10.6651849575
1,14,15.372508607
1,15,20.5411121852
1,16,13.2933718863
1,17,9.60121488062
1,18,11.4063802252
1,19,12.5358219402
1,20,8.11154449118
1,21,11.0111321925
1,22,13.2242281745
1,23,6.778946578
1,24,9.06550121738
1,25,6.79401552187
1,26,8.2501145574
1,27,9.61812097196
1,28,8.98222439057
1,29,8.56723722263
1,30,7.74217271125
1,31,7.69125226865
1,32,17.2800114764
1,33,18.179152685
1,34,8.08344108095
1,35,8.48212885061
1,36,9.58264543999
1,37,8.08344108095
1,38,9.36829298825
1,39,8.99087376336
1,40,10.0300443039
1,41,8.75282351545
1,42,10.2747728274
1,43,8.43122763667
1,44,11.456462941
